datum,value
2021-08-13T19:30:00,95
2021-08-13T21:30:00,92
2021-08-13T23:30:00,85
2021-08-14T01:30:00,93
2021-08-14T03:30:00,94
2021-08-14T05:30:00,90
2021-08-14T07:30:00,70
2021-08-14T09:30:00,75
2021-08-14T11:30:00,77
2021-08-14T13:30:00,60
2021-08-14T15:30:00,51
2021-08-14T17:30:00,57
2021-08-14T19:30:00,61
2021-08-14T21:30:00,47
2021-08-14T23:30:00,39
2021-08-15T01:30:00,33
2021-08-15T03:30:00,48
2021-08-15T05:30:00,66
2021-08-15T07:30:00,54
2021-08-15T09:30:00,44
2021-08-15T11:30:00,46
2021-08-15T13:30:00,51
2021-08-15T15:30:00,77
2021-08-15T17:30:00,118
2021-08-15T19:30:00,144
2021-08-15T21:30:00,175
2021-08-15T23:30:00,177
2021-08-16T01:30:00,172
2021-08-16T03:30:00,152
2021-08-16T05:30:00,159
2021-08-16T07:30:00,130
2021-08-16T09:30:00,159
2021-08-16T11:30:00,182
2021-08-16T13:30:00,189
2021-08-16T15:30:00,175
2021-08-16T17:30:00,155
2021-08-16T19:30:00,160
2021-08-16T21:30:00,149
2021-08-16T23:30:00,148
2021-08-17T01:30:00,138
2021-08-17T03:30:00,157
2021-08-17T05:30:00,159
2021-08-17T07:30:00,175
2021-08-17T09:30:00,156
2021-08-17T11:30:00,149
2021-08-17T13:30:00,163
2021-08-17T15:30:00,164
2021-08-17T17:30:00,167
2021-08-17T19:30:00,169
2021-08-17T21:30:00,153
2021-08-17T23:30:00,128
2021-08-18T01:30:00,126
2021-08-18T03:30:00,110
2021-08-18T05:30:00,113
2021-08-18T07:30:00,126
2021-08-18T09:30:00,112
2021-08-18T11:30:00,116
2021-08-18T13:30:00,103
2021-08-18T15:30:00,83
2021-08-18T17:30:00,111
2021-08-18T19:30:00,131
2021-08-18T21:30:00,153
2021-08-18T23:30:00,155
2021-08-19T01:30:00,153
2021-08-19T03:30:00,135
2021-08-19T05:30:00,120
2021-08-19T07:30:00,133
2021-08-19T09:30:00,135
2021-08-19T11:30:00,121
2021-08-19T13:30:00,115
2021-08-19T15:30:00,113
2021-08-19T17:30:00,121
2021-08-19T19:30:00,101
2021-08-19T21:30:00,108
2021-08-19T23:30:00,123
2021-08-20T01:30:00,102
2021-08-20T03:30:00,86
2021-08-20T05:30:00,89
2021-08-20T07:30:00,79
2021-08-20T09:30:00,84
2021-08-20T11:30:00,99
2021-08-20T13:30:00,77
2021-08-20T15:30:00,65
2021-08-20T17:30:00,58
2021-08-20T19:30:00,51
2021-08-20T21:30:00,53
2021-08-20T23:30:00,79
2021-08-21T01:30:00,60
2021-08-21T03:30:00,48
2021-08-21T05:30:00,46
2021-08-21T07:30:00,37
2021-08-21T09:30:00,38
2021-08-21T11:30:00,41
2021-08-21T13:30:00,40
2021-08-21T15:30:00,34
2021-08-21T17:30:00,35
2021-08-21T19:30:00,31
2021-08-21T21:30:00,30
2021-08-21T23:30:00,36
2021-08-22T01:30:00,57
2021-08-22T03:30:00,54
2021-08-22T05:30:00,58
2021-08-22T07:30:00,67
2021-08-22T09:30:00,64
2021-08-22T11:30:00,88
